,Root,SearchRoot,Parents,Meanings,SearchMeanings,Lang,Clade_Count,Hellenic,Anatolian,Balto-Slavic,Germanic,Albanian,Italic,Celtic,Armenian,Tocharian,Indo-Iranic
4905,𐌻𐌰𐌿𐌲𐌽𐍃, 𐌻𐌰𐌿𐌲𐌽𐍃 ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",got,1,0,0,0,1,0,0,0,0,0,0
4906,laugnijaną, laugnijaną ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
4907,laugnaz, laugnaz ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
4908,laun, laun ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",non,1,0,0,0,1,0,0,0,0,0,0
4909,lougna, lougna ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",goh,1,0,0,0,1,0,0,0,0,0,0
4910,laugnō, laugnō ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
4911,h₂lowgʰnos, h₂lowgʰnos ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
4912,lъžь, lъžь ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
4913,lugis, lugis ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
4914,lugiz, lugiz ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
4915,h₂lugʰis, h₂lugʰis ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",ine-pro,2,0,0,1,1,0,0,0,0,0,0
4916,lъža, lъža ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
4917,lugāˀ, lugāˀ ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
4918,h₂lugʰyeh₂, h₂lugʰyeh₂ ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
4919,follugaid, follugaid ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",sga,1,0,0,0,0,0,0,1,0,0,0
4920,luige, luige ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",sga,1,0,0,0,0,0,0,1,0,0,0
4921,llw, llw ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",cy,1,0,0,0,0,0,0,1,0,0,0
4922,lugyom, lugyom ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
4923,Lugus, Lugus ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
4924,leugō, leugō ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
4925,lyġen, lyġen ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",ang,1,0,0,0,1,0,0,0,0,0,0
4926,leine, leine ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",ofs,1,0,0,0,1,0,0,0,0,0,0
4927,lugina, lugina ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",osx,1,0,0,0,1,0,0,0,0,0,0
4928,leugen, leugen ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",nl,1,0,0,0,1,0,0,0,0,0,0
4929,"logene, luegene", logene | luegene ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",dum,1,0,0,0,1,0,0,0,0,0,0
4930,lugina, lugina ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",odt,1,0,0,0,1,0,0,0,0,0,0
4931,Lüge, Lüge ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",de,1,0,0,0,1,0,0,0,0,0,0
4932,lugina, lugina ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",goh,1,0,0,0,1,0,0,0,0,0,0
4933,lygn, lygn ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",fo,1,0,0,0,1,0,0,0,0,0,0
4934,lyngen, lyngen ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",ovd,1,0,0,0,1,0,0,0,0,0,0
4935,lygn, lygn ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",non,1,0,0,0,1,0,0,0,0,0,0
4936,luginō, luginō ,['h₂lewgʰ-'],"to announce, to tell publicly"," to announce, to tell publicly ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
4937,h₂leybʰ-, h₂leybʰ- ,['none'],"to pour, to anoint, to consecrate"," to pour, to anoint, to consecrate ",ine-pro,2,1,0,0,0,0,1,0,0,0,0
4938,lībum, lībum ,['h₂leybʰ-'],(consecrated) cake, consecrated cake  cake ,la,1,0,0,0,0,0,1,0,0,0,0
4939,"leiβom, loiβom", leiβom | loiβom ,['h₂leybʰ-'],"to pour, to anoint, to consecrate"," to pour, to anoint, to consecrate ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
4940,"h₂léybʰom, h₂lóybʰom", h₂léybʰom | h₂lóybʰom ,['h₂leybʰ-'],"to pour, to anoint, to consecrate"," to pour, to anoint, to consecrate ",ine-pro,1,0,0,0,0,0,1,0,0,0,0
4941,ἄλειφαρ, ἄλειφαρ ,['h₂leybʰ-'],"unguent, resin"," unguent, resin ",grc,1,1,0,0,0,0,0,0,0,0,0
4942,h₂léybʰr̥, h₂léybʰr̥ ,['h₂leybʰ-'],"to pour, to anoint, to consecrate"," to pour, to anoint, to consecrate ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
4943,ἀλοιφή, ἀλοιφή ,['h₂leybʰ-'],"grease, unguent"," grease, unguent ",grc,1,1,0,0,0,0,0,0,0,0,0
4944,h₂loybʰéh₂, h₂loybʰéh₂ ,['h₂leybʰ-'],"to pour, to anoint, to consecrate"," to pour, to anoint, to consecrate ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
4945,lībō, lībō ,['h₂leybʰ-'],"i consecrate, pour, libate"," i consecrate, pour, libate ",la,1,0,0,0,0,0,1,0,0,0,0
4946,ἀλείφω, ἀλείφω ,['h₂leybʰ-'],i anoint, i anoint ,grc,1,1,0,0,0,0,0,0,0,0,0
4947,h₂leyH-, h₂leyH- ,['none'],to smear, to smear ,ine-pro,6,1,1,0,1,0,1,1,0,0,1
4948,h₂linéHti, h₂linéHti ,"['-né-', 'h₂leyH-']",to be smearing, to be smearing ,ine-pro,4,1,0,0,0,0,1,1,0,0,1
4949,linati, linati ,['h₂linéHti'],to be smearing, to be smearing ,cel-pro,1,0,0,0,0,0,0,1,0,0,0
4950,ἀλίνω, ἀλίνω ,['h₂linéHti'],to be smearing, to be smearing ,grc,1,1,0,0,0,0,0,0,0,0,0
4951,alínō, alínō ,['h₂linéHti'],to be smearing, to be smearing ,grk-pro,1,1,0,0,0,0,0,0,0,0,0
4952,लिनाति, लिनाति ,['h₂linéHti'],"sticks, stays, adheres, slips (into), disappears"," sticks, stays, adheres, slips into, disappears sticks, stays, adheres, slips , disappears ",sa,1,0,0,0,0,0,0,0,0,0,1
4953,HlináHti, HlináHti ,['h₂linéHti'],to be smearing, to be smearing ,inc-pro,1,0,0,0,0,0,0,0,0,0,1
4954,HlináHti, HlináHti ,['h₂linéHti'],to be smearing, to be smearing ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
4955,linō, linō ,['h₂linéHti'],to be smearing, to be smearing ,itc-pro,1,0,0,0,0,0,1,0,0,0,0
4956,līmaz, līmaz ,['h₂leyH-'],to smear, to smear ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
4957,līmus, līmus ,"['Heh₃l-', 'h₂leyH-']",mud, mud ,la,1,0,0,0,0,0,1,0,0,0,0
4958,h₂liHmos, h₂liHmos ,['h₂leyH-'],to smear, to smear ,ine-pro,2,0,0,0,1,0,1,0,0,0,0
4959,h₂liHnos, h₂liHnos ,['h₂leyH-'],to smear, to smear ,ine-pro,1,0,1,0,0,0,0,0,0,0,0
4960,h₂meh₁-, h₂meh₁- ,['none'],"to mow, to reap"," to mow, to reap ",ine-pro,3,1,1,0,1,0,0,0,0,0,0
4961,mēaną, mēaną ,['h₂meh₁-'],to mow, to mow ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
4962,h₂méh₁eti, h₂méh₁eti ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
4963,h₂meh₁sh₂o-, h₂meh₁sh₂o- ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-pro,1,0,1,0,0,0,0,0,0,0,0
4964,mēþą, mēþą ,['h₂meh₁-'],mowing, mowing ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
4965,h₂meh₁tom, h₂meh₁tom ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
4966,mēdwō, mēdwō ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
4967,h₂meh₁tweh₂, h₂meh₁tweh₂ ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
4968,ἄμη, ἄμη ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",grc,1,1,0,0,0,0,0,0,0,0,0
4969,𐀀𐀔, 𐀀𐀔 ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",gmy,1,1,0,0,0,0,0,0,0,0,0
4970,h₂mh₁eh₂, h₂mh₁eh₂ ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
4971,ἄμητος, ἄμητος ,['h₂meh₁-'],harvest, harvest ,grc,1,1,0,0,0,0,0,0,0,0,0
4972,h₂mh₁eh₂tos, h₂mh₁eh₂tos ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
4973,ἀμάω, ἀμάω ,['h₂meh₁-'],"to cut, to reap, to mow"," to cut, to reap, to mow ",grc,1,1,0,0,0,0,0,0,0,0,0
4974,h₂mh₁eh₂yeti, h₂mh₁eh₂yeti ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
4975,madwō, madwō ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
4976,h₂mh̥₁tweh₂, h₂mh̥₁tweh₂ ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
4977,Hómʔsey, Hómʔsey ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-ana-pro,1,0,1,0,0,0,0,0,0,0,0
4978,Hm̥ʔsénti, Hm̥ʔsénti ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-ana-pro,1,0,1,0,0,0,0,0,0,0,0
4979,"h₂ómh₁sey, h₂mh₁sénti", h₂ómh₁sey | h₂mh₁sénti ,['h₂meh₁-'],"to mow, to reap"," to mow, to reap ",ine-pro,1,0,1,0,0,0,0,0,0,0,0
4980,h₂melǵ-, h₂melǵ- ,['none'],"milk, to milk"," milk, to milk ",ine-pro,7,1,0,1,1,1,1,1,0,1,0
4981,h₂mélǵti, h₂mélǵti ,['h₂melǵ-'],to be milking, to be milking ,ine-pro,5,1,0,1,1,1,0,1,0,0,0
4982,mjel, mjel ,['h₂mélǵti'],to milk, to milk ,sq,1,0,0,0,0,1,0,0,0,0,0
4983,melžti, melžti ,['h₂mélǵti'],to milk, to milk ,lt,1,0,0,1,0,0,0,0,0,0,0
4984,melzti, melzti ,['h₂mélǵti'],to milk, to milk ,sla-pro,1,0,0,1,0,0,0,0,0,0,0
4985,melźtei, melźtei ,['h₂mélǵti'],to be milking, to be milking ,ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
4986,mligeti, mligeti ,['h₂mélǵti'],to be milking, to be milking ,cel-pro,1,0,0,0,0,0,0,1,0,0,0
4987,melkaną, melkaną ,['h₂mélǵti'],to milk, to milk ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
4988,αρμέγω, αρμέγω ,['h₂mélǵti'],to be milking, to be milking ,el,1,1,0,0,0,0,0,0,0,0,0
4989,ἀμέλγω, ἀμέλγω ,['h₂mélǵti'],i milk, i milk ,grc,1,1,0,0,0,0,0,0,0,0,0
4990,mulgeō, mulgeō ,['h₂melǵ-'],i milk, i milk ,la,1,0,0,0,0,0,1,0,0,0,0
4991,molgeō, molgeō ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
4992,h₂molǵéyeti, h₂molǵéyeti ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",ine-pro,1,0,0,0,0,0,1,0,0,0,0
4993,melg, melg ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",sga,1,0,0,0,0,0,0,1,0,0,0
4994,melgos, melgos ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
4995,"h₂mélǵos, h₂mélǵesos", h₂mélǵos | h₂mélǵesos ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",ine-pro,1,0,0,0,0,0,0,1,0,0,0
4996,malks, malks ,['h₂melǵ-'],"sip, nip, swig"," sip, nip, swig ",lv,1,0,0,1,0,0,0,0,0,0,0
4997,malkas, malkas ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",lt,1,0,0,1,0,0,0,0,0,0,0
4998,bleacht, bleacht ,['h₂melǵ-'],milk yield, milk yield ,ga,1,0,0,0,0,0,0,1,0,0,0
4999,blicht, blicht ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",mga,1,0,0,0,0,0,0,1,0,0,0
5000,mlicht, mlicht ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",sga,1,0,0,0,0,0,0,1,0,0,0
5001,blith, blith ,['h₂melǵ-'],milch, milch ,cy,1,0,0,0,0,0,0,1,0,0,0
5002,bliθ, bliθ ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",cel-bry-pro,1,0,0,0,0,0,0,1,0,0,0
5003,mlixtus, mlixtus ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
5004,melkaz, melkaz ,['h₂melǵ-'],"milky, milk-giving"," milky, milk-giving ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
5005,meluks, meluks ,['h₂melǵ-'],milk, milk ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
5006,"malke, mālk-", malke | mālk- ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",xto,1,0,0,0,0,0,0,0,0,1,0
5007,"malkwer, mālkant", malkwer | mālkant ,['h₂melǵ-'],"milk, to milk"," milk, to milk ",txb,1,0,0,0,0,0,0,0,0,1,0
5008,h₂nḗr, h₂nḗr ,['none'],"man, power, force, vital energy"," man, power, force, vital energy ",ine-pro,8,1,1,1,0,1,1,1,1,0,1
5009,nertom, nertom ,['h₂nḗr'],strength, strength ,cel-pro,1,0,0,0,0,0,0,1,0,0,0
5010,h₂nerto-, h₂nerto- ,['h₂nḗr'],"virile, strong"," virile, strong ",ine-pro,1,0,0,0,0,0,0,1,0,0,0
5011,nera, nera ,['h₂nḗr'],"man, power, force, vital energy"," man, power, force, vital energy ",sqj-pro,1,0,0,0,0,1,0,0,0,0,0
5012,𒅔𒈾𒊏𒉿𒀭𒋫, 𒅔𒈾𒊏𒉿𒀭𒋫 ,['h₂nḗr'],"man, power, force, vital energy"," man, power, force, vital energy ",hit,1,0,1,0,0,0,0,0,0,0,0
5013,𒀭𒅈𒌝𒈪, 𒀭𒅈𒌝𒈪 ,['h₂nḗr'],"forceful, virile"," forceful, virile ",xlu,1,0,1,0,0,0,0,0,0,0,0
5014,𐤫𐤵𐤭𐤮, 𐤫𐤵𐤭𐤮 ,['h₂nḗr'],"man, power, force, vital energy"," man, power, force, vital energy ",xld,1,0,1,0,0,0,0,0,0,0,0
5015,"այր, առն", այր | առն ,"['h₂eh₁ter-', 'h₂nḗr']","man, power, force, vital energy"," man, power, force, vital energy ",xcl,1,0,0,0,0,0,0,0,1,0,0
5016,aynr, aynr ,['h₂nḗr'],"man, power, force, vital energy"," man, power, force, vital energy ",hy,1,0,0,0,0,0,0,0,1,0,0
5017,nóras, nóras ,['h₂nḗr'],will, will ,lt,1,0,0,1,0,0,0,0,0,0,0
5018,nertien, nertien ,['h₂nḗr'],anger, anger ,prg,1,0,0,1,0,0,0,0,0,0,0
5019,norvъ, norvъ ,['h₂nḗr'],"custom, manner"," custom, manner ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
5020,𐌍𐌄𐌓, 𐌍𐌄𐌓 ,['h₂nḗr'],"man, power, force, vital energy"," man, power, force, vital energy ",cms,1,0,0,0,0,1,0,0,0,0,0
5021,neros, neros ,['h₂nḗr'],"man, power, force, vital energy"," man, power, force, vital energy ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
5022,anḗr, anḗr ,['h₂nḗr'],"man, power, force, vital energy"," man, power, force, vital energy ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
5023,Hnā́, Hnā́ ,['h₂nḗr'],"man, power, force, vital energy"," man, power, force, vital energy ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5024,nēr, nēr ,['h₂nḗr'],"man, power, force, vital energy"," man, power, force, vital energy ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
5025,αναρ, αναρ ,['h₂nḗr'],"man, power, force, vital energy"," man, power, force, vital energy ",xpg,1,1,0,0,0,0,0,0,0,0,0
5026,h₂ṓms, h₂ṓms ,['none'],shoulder, shoulder ,ine-pro,6,1,0,0,1,0,1,0,1,1,1
5027,omesos, omesos ,['h₂ṓms'],shoulder, shoulder ,itc-pro,1,0,0,0,0,0,1,0,0,0,0
5028,h₂ómesos, h₂ómesos ,['h₂ṓms'],shoulder, shoulder ,ine-pro,1,0,0,0,0,0,1,0,0,0,0
5029,amsaz, amsaz ,['h₂ṓms'],shoulder, shoulder ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
5030,Hámsas, Hámsas ,['h₂ṓms'],shoulder, shoulder ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
5031,h₂ómsos, h₂ómsos ,['h₂ṓms'],shoulder, shoulder ,ine-pro,2,0,0,0,1,0,0,0,0,0,1
5032,ὦμος, ὦμος ,['h₂ṓms'],shoulder, shoulder ,grc,1,1,0,0,0,0,0,0,0,0,0
5033,ṓmhos, ṓmhos ,['h₂ṓms'],shoulder, shoulder ,grk-pro,1,1,0,0,0,0,0,0,0,0,0
5034,ānse, ānse ,['h₂ṓms'],shoulder, shoulder ,ine-toc-pro,1,0,0,0,0,0,0,0,0,1,0
5035,h₂ṓmsos, h₂ṓmsos ,['h₂ṓms'],shoulder, shoulder ,ine-pro,2,1,0,0,0,0,0,0,0,1,0
5036,ուս, ուս ,['h₂ṓms'],shoulder, shoulder ,xcl,1,0,0,0,0,0,0,0,1,0,0
5037,u(m)s, u(m)s | ums | us ,['h₂ṓms'],shoulder, shoulder ,hyx-pro,1,0,0,0,0,0,0,0,1,0,0
5038,h₂eg-, h₂eg- ,['none'],"to sin, to violate, to commit a crime"," to sin, to violate, to commit a crime ",ine-pro,3,1,0,0,1,0,0,0,0,0,1
5039,akaną, akaną ,"['h₂eg-', 'h₂éǵeti']",to ache, to ache ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
5040,ἄγος, ἄγος ,['h₂eg-'],"guilt, dread"," guilt, dread ",grc,1,1,0,0,0,0,0,0,0,0,0
5041,आगस्, आगस् ,['h₂eg-'],"sin, transgression"," sin, transgression ",sa,1,0,0,0,0,0,0,0,0,0,1
5042,h₂ógr̥, h₂ógr̥ ,['none'],berry, berry ,ine-pro,3,0,0,0,1,0,0,1,0,1,0
5043,oko, oko ,['h₂ógr̥'],berry, berry ,xto,1,0,0,0,0,0,0,0,0,1,0
5044,oko, oko ,['h₂ógr̥'],fruit, fruit ,txb,1,0,0,0,0,0,0,0,0,1,0
5045,oko, oko ,['h₂ógr̥'],berry, berry ,ine-toc-pro,1,0,0,0,0,0,0,0,0,1,0
5046,h₂ógō, h₂ógō ,['h₂ógr̥'],berry, berry ,ine-pro,1,0,0,0,0,0,0,0,0,1,0
5047,akraną, akraną ,['h₂ógr̥'],berry, berry ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
5048,aɨron, aɨron ,['h₂ógr̥'],berries, berries ,cel-bry-pro,1,0,0,0,0,0,0,1,0,0,0
5049,agronā, agronā ,['h₂ógr̥'],berry, berry ,cel-pro,1,0,0,0,0,0,0,1,0,0,0
5050,h₂egroneh₂, h₂egroneh₂ ,['h₂ógr̥'],berry, berry ,ine-pro,1,0,0,0,0,0,0,1,0,0,0
5051,"h₂egronom, h₂ogronom", h₂egronom | h₂ogronom ,['h₂ógr̥'],berry, berry ,ine-pro,2,0,0,0,1,0,0,1,0,0,0
5052,agrinyos, agrinyos ,['h₂ógr̥'],berry, berry ,cel-pro,1,0,0,0,0,0,0,1,0,0,0
5053,h₂egr̥nyos, h₂egr̥nyos ,['h₂ógr̥'],berry, berry ,ine-pro,1,0,0,0,0,0,0,1,0,0,0
5054,h₂ógron-, h₂ógron- ,['h₂ógr̥'],berry, berry ,ine-pro,2,0,0,0,1,0,0,1,0,0,0
5055,h₂rew-, h₂rew- ,['none'],"to shine, to glow"," to shine, to glow ",ine-pro,5,0,1,0,0,0,1,1,1,0,1
5056,aHráwati, aHráwati ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
5057,Hráwati, Hráwati ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
5058,Hráwati, Hráwati ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5059,h₂réweti, h₂réweti ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
5060,patiHrāwáyati, patiHrāwáyati ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
5061,Hrāwáyati, Hrāwáyati ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
5062,Hrāwáyati, Hrāwáyati ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5063,h₂rowéyeti, h₂rowéyeti ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
5064,patiHruyáti, patiHruyáti ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
5065,Hruyáti, Hruyáti ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
5066,Hruyáti, Hruyáti ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5067,h₂ruyéti, h₂ruyéti ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
5068,արեգ, արեգ ,['h₂rew-'],"solar, eastern"," solar, eastern ",xcl,1,0,0,0,0,0,0,0,1,0,0
5069,արև, արև ,['h₂rew-'],"the sun, sunlight"," the sun, sunlight ",xcl,1,0,0,0,0,0,0,0,1,0,0
5070,"arew-u(y), areg-i-s", arew-u(y) | areg-i-s | arew-uy | areg-i-s | arew-u | areg-i-s ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",hyx-pro,1,0,0,0,0,0,0,0,1,0,0
5071,रवि, रवि ,['h₂rew-'],the sun, the sun ,sa,1,0,0,0,0,0,0,0,0,0,1
5072,Hráwiš, Hráwiš ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5073,յարագեմ, յարագեմ ,['h₂rew-'],to expose to the sun, to expose to the sun ,xcl,1,0,0,0,0,0,0,0,1,0,0
5074,h₂roweyéti, h₂roweyéti ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ine-pro,1,0,0,0,0,0,0,0,1,0,0
5075,"h₂réwis, h₂réwōy, h₂réwyés", h₂réwis | h₂réwōy | h₂réwyés ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ine-pro,2,0,0,0,0,0,0,0,1,0,1
5076,ruteinos, ruteinos ,['h₂rew-'],"shiny reddish, rust colored"," shiny reddish, rust colored ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
5077,rutis, rutis ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
5078,rutilus, rutilus ,['h₂rew-'],ruddy colored, ruddy colored ,la,1,0,0,0,0,0,1,0,0,0,0
5079,rutelos, rutelos ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
5080,rutis, rutis ,['h₂rew-'],redness, redness ,itc-pro,1,0,0,0,0,0,1,0,0,0,0
5081,"h₂réwtis, h₂rutéys", h₂réwtis | h₂rutéys ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ine-pro,2,0,0,0,0,0,1,1,0,0,0
5082,h₂runós, h₂runós ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ine-pro,1,0,1,0,0,0,0,0,0,0,0
5083,Rutulī, Rutulī ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",la,1,0,0,0,0,0,1,0,0,0,0
5084,rutus, rutus ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",la,1,0,0,0,0,0,1,0,0,0,0
5085,Rutuba, Rutuba ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",la,1,0,0,0,0,0,1,0,0,0,0
5086,"Rutus, Rutius", Rutus | Rutius ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",la,1,0,0,0,0,0,1,0,0,0,0
5087,rutos, rutos ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",xve,1,0,0,0,0,0,1,0,0,0,0
5088,rutos, rutos ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
5089,h₂rutós, h₂rutós ,['h₂rew-'],"to shine, to glow"," to shine, to glow ",ine-pro,1,0,0,0,0,0,1,0,0,0,0
5090,h₂erǵ-, h₂erǵ- ,['none'],"glittering, white, argent"," glittering, white, argent ",ine-pro,8,1,1,0,1,0,1,1,1,1,1
5091,h₂r̥ǵn̥tóm, h₂r̥ǵn̥tóm ,['h₂erǵ-'],silver, silver ,ine-pro,4,0,0,0,0,0,1,1,1,0,1
