,Root,SearchRoot,Parents,Meanings,SearchMeanings,Lang,Clade_Count,Hellenic,Anatolian,Balto-Slavic,Germanic,Albanian,Italic,Celtic,Armenian,Tocharian,Indo-Iranic
19579,fīdus, fīdus ,['bʰeydʰós'],"faithful, trustworthy"," faithful, trustworthy ",la,1,0,0,0,0,0,1,0,0,0,0
19580,feiðos, feiðos ,"['bʰeydʰ-', 'bʰeydʰós']","faithful, trustworthy"," faithful, trustworthy ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
19581,"bʰéydʰos, bʰéydʰesos", bʰéydʰos | bʰéydʰesos ,['bʰeydʰ-'],"to trust, to convince"," to trust, to convince ",ine-pro,1,0,0,0,0,0,1,0,0,0,0
19582,besë, besë ,['bʰeydʰ-'],"to trust, to convince"," to trust, to convince ",sq,1,0,0,0,0,1,0,0,0,0,0
19583,baitši, baitši ,['bʰeydʰ-'],"to trust, to convince"," to trust, to convince ",sqj-pro,1,0,0,0,0,1,0,0,0,0,0
19584,"banssus, bēssos", banssus | bēssos ,"['bʰendʰ-', 'bʰeydʰ-']","custom, habit"," custom, habit ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
19585,πί̆στῐς, πί̆στῐς ,['bʰeydʰ-'],"to trust, to convince"," to trust, to convince ",grc,1,1,0,0,0,0,0,0,0,0,0
19586,"pístis, pítstis", pístis | pítstis ,['bʰeydʰ-'],"to trust, to convince"," to trust, to convince ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
19587,bʰeydʰtis, bʰeydʰtis ,['bʰeydʰ-'],"to trust, to convince"," to trust, to convince ",ine-pro,3,1,0,0,0,1,0,1,0,0,0
19588,bʰidʰtós, bʰidʰtós ,"['-tós', 'bʰeydʰ-']","trusted, trustworthy"," trusted, trustworthy ",ine-pro,2,1,0,0,0,0,1,0,0,0,0
19589,πιστός, πιστός ,['bʰidʰtós'],"trusted, trustworthy"," trusted, trustworthy ",el,1,1,0,0,0,0,0,0,0,0,0
19590,πιστός, πιστός ,['bʰidʰtós'],"trusted, trustworthy"," trusted, trustworthy ",grc,1,1,0,0,0,0,0,0,0,0,0
19591,pitstós, pitstós ,['bʰidʰtós'],"trusted, trustworthy"," trusted, trustworthy ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
19592,fīsus, fīsus ,['bʰidʰtós'],"trusted, trustworthy"," trusted, trustworthy ",la,1,0,0,0,0,0,1,0,0,0,0
19593,bʰedʰ-, bʰedʰ- ,['none'],alt of bʰedʰh₂-, alt of bʰedʰh₂- ,ine-pro,0,0,0,0,0,0,0,0,0,0,0
19594,bʰedʰ-, bʰedʰ- ,['none'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",ine-pro,9,1,0,1,1,1,1,1,1,1,1
19595,"बाध्, बाधति", बाध् | बाधति ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",sa,1,0,0,0,0,0,0,0,0,0,1
19596,bādʰ-, bādʰ- ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
19597,"𐬀𐬎𐬎𐬌𐬠𐬁𐬜𐬀, 𐬀𐬎𐬎𐬌-𐬠𐬁𐬜𐬀", 𐬀𐬎𐬎𐬌𐬠𐬁𐬜𐬀 | 𐬀𐬎𐬎𐬌-𐬠𐬁𐬜𐬀 ,['bʰedʰ-'],due to pressure, due to pressure ,ae,1,0,0,0,0,0,0,0,0,0,1
19598,bastáh, bastáh ,['bʰedʰ-'],curdled, curdled ,ira-pro,1,0,0,0,0,0,0,0,0,0,1
19599,bād-, bād- ,['bʰedʰ-'],"to press, to agglomerate, to curdle"," to press, to agglomerate, to curdle ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
19600,bʰādʰ-, bʰādʰ- ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
19601,बाधते, बाधते ,['bʰedʰ-'],"to press, to force (away), to oppress, to oppose, to disturb, to cause pain"," to press, to force away, to oppress, to oppose, to disturb, to cause pain to press, to force , to oppress, to oppose, to disturb, to cause pain ",sa,1,0,0,0,0,0,0,0,0,0,1
19602,bā́dʰatay, bā́dʰatay ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
19603,bʰā́dʰatay, bʰā́dʰatay ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
19604,bʰḗdʰetor, bʰḗdʰetor ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
19605,"bēda, bę̀da", bēda | bę̀da ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",lv,1,0,0,1,0,0,0,0,0,0,0
19606,bėdà, bėdà ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",lt,1,0,0,1,0,0,0,0,0,0,0
19607,bě̄dà, bě̄dà ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
19608,bḗdāˀ, bḗdāˀ ,['bʰedʰ-'],"trouble, misfortune, need, (baltic) guilt"," trouble, misfortune, need, baltic guilt trouble, misfortune, need,  guilt ",ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
19609,बाधा, बाधा ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",sa,1,0,0,0,0,0,0,0,0,0,1
19610,bādʰáH, bādʰáH ,['bʰedʰ-'],"hardship, suffering, to press (together), to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold"," hardship, suffering, to press together, to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold hardship, suffering, to press , to bind, to press down on, to oppress, to push to limits, to cause trouble, to distress, to bow down, to obey, to bend, to fold ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
